[module] running job a91ce9b9-71cd-436a-b0e2-c4e6573e419e
[15:33:57] [S2] batch mini_step=76 optimizer_step=76 discriminator_total=4.038858890533447 generator_total=35.389068603515625 feature=9.15727710723877 mel=21.987804412841797 kl_ssl=0.0 kl=1.3098886013031006 grad_norm_d=60.53572995083121 grad_norm_g=179.3622534223881 learning_rate=0.0001
[15:33:58] [S2] batch mini_step=77 optimizer_step=77 discriminator_total=3.8669240474700928 generator_total=35.70056915283203 feature=9.505223274230957 mel=22.733325958251953 kl_ssl=0.0 kl=1.2123422622680664 grad_norm_d=93.80073083326208 grad_norm_g=704.1853542346568 learning_rate=0.0001
[15:33:59] [S2] batch mini_step=78 optimizer_step=78 discriminator_total=3.689216136932373 generator_total=41.43979263305664 feature=14.525948524475098 mel=23.115453720092773 kl_ssl=0.0 kl=1.179539680480957 grad_norm_d=73.54445956425843 grad_norm_g=304.92245940706135 learning_rate=0.0001
[15:34:01] [S2] batch mini_step=79 optimizer_step=79 discriminator_total=4.095677375793457 generator_total=29.74766731262207 feature=5.4889044761657715 mel=20.306034088134766 kl_ssl=0.0 kl=1.2236542701721191 grad_norm_d=45.75045858953795 grad_norm_g=347.3823616451967 learning_rate=0.0001
[15:34:02] [S2] batch mini_step=80 optimizer_step=80 discriminator_total=3.924342155456543 generator_total=39.23603439331055 feature=13.067200660705566 mel=21.467695236206055 kl_ssl=0.0 kl=1.8547033071517944 grad_norm_d=86.65142703011128 grad_norm_g=255.29582524663445 learning_rate=0.0001
[15:34:03] [S2] batch mini_step=81 optimizer_step=81 discriminator_total=3.830287456512451 generator_total=34.34062957763672 feature=10.030590057373047 mel=19.55099105834961 kl_ssl=0.0 kl=1.979080319404602 grad_norm_d=68.15056392865478 grad_norm_g=258.82984676335894 learning_rate=0.0001
[15:34:04] [S2] batch mini_step=82 optimizer_step=82 discriminator_total=4.096609115600586 generator_total=29.74951934814453 feature=6.513975143432617 mel=18.66473960876465 kl_ssl=0.0 kl=1.6366395950317383 grad_norm_d=85.78567684997029 grad_norm_g=235.0251774614782 learning_rate=0.0001
[15:34:05] [S2] batch mini_step=83 optimizer_step=83 discriminator_total=4.1811065673828125 generator_total=24.95686149597168 feature=2.645486354827881 mel=18.23202896118164 kl_ssl=0.0 kl=1.5983327627182007 grad_norm_d=58.56529938246654 grad_norm_g=515.2332409588566 learning_rate=0.0001
[15:34:06] [S2] batch mini_step=84 optimizer_step=84 discriminator_total=3.982630491256714 generator_total=36.5983772277832 feature=11.50124740600586 mel=20.492353439331055 kl_ssl=0.0 kl=2.1070847511291504 grad_norm_d=48.09019116368007 grad_norm_g=152.50670876787063 learning_rate=0.0001
[15:34:08] [S2] batch mini_step=85 optimizer_step=85 discriminator_total=3.9143645763397217 generator_total=27.0433349609375 feature=5.436439514160156 mel=17.52220916748047 kl_ssl=0.0 kl=1.8145780563354492 grad_norm_d=73.84651376422367 grad_norm_g=195.04040042683656 learning_rate=0.0001
[15:34:09] [S2] batch mini_step=86 optimizer_step=86 discriminator_total=4.123802185058594 generator_total=35.75844955444336 feature=9.615901947021484 mel=22.543428421020508 kl_ssl=0.0 kl=1.5685038566589355 grad_norm_d=58.375519909325796 grad_norm_g=152.3945007175608 learning_rate=0.0001
[15:34:10] [S2] batch mini_step=87 optimizer_step=87 discriminator_total=3.7138705253601074 generator_total=37.17140197753906 feature=11.878068923950195 mel=20.749330520629883 kl_ssl=0.0 kl=1.9032855033874512 grad_norm_d=100.64893141452957 grad_norm_g=151.92709680533486 learning_rate=0.0001
[15:34:11] [S2] batch mini_step=88 optimizer_step=88 discriminator_total=4.192438125610352 generator_total=25.647001266479492 feature=4.899096965789795 mel=16.879276275634766 kl_ssl=0.0 kl=1.670736312866211 grad_norm_d=104.12763374866566 grad_norm_g=366.91438358024 learning_rate=0.0001
[15:34:13] [S2] batch mini_step=89 optimizer_step=89 discriminator_total=3.9197962284088135 generator_total=33.55786895751953 feature=9.60341739654541 mel=19.446043014526367 kl_ssl=0.0 kl=1.6323285102844238 grad_norm_d=84.40102916406993 grad_norm_g=293.22666689205766 learning_rate=0.0001
[15:34:14] [S2] batch mini_step=90 optimizer_step=90 discriminator_total=3.415919542312622 generator_total=34.23847961425781 feature=10.00841236114502 mel=20.411916732788086 kl_ssl=0.0 kl=1.2221146821975708 grad_norm_d=34.98451796321601 grad_norm_g=1395.906681143239 learning_rate=0.0001
[15:34:15] [S2] batch mini_step=91 optimizer_step=91 discriminator_total=3.8116366863250732 generator_total=35.7362060546875 feature=10.254202842712402 mel=21.430648803710938 kl_ssl=0.0 kl=1.2647745609283447 grad_norm_d=31.955592146557382 grad_norm_g=273.6621441833351 learning_rate=0.0001
[15:34:16] [S2] batch mini_step=92 optimizer_step=92 discriminator_total=3.6127536296844482 generator_total=35.60082244873047 feature=9.333529472351074 mel=21.41452407836914 kl_ssl=0.0 kl=2.104604959487915 grad_norm_d=59.06176805243063 grad_norm_g=207.5965337834879 learning_rate=0.0001
[15:34:17] [S2] batch mini_step=93 optimizer_step=93 discriminator_total=3.491398334503174 generator_total=33.787567138671875 feature=8.808601379394531 mel=20.101856231689453 kl_ssl=0.0 kl=2.1400375366210938 grad_norm_d=72.4971613461467 grad_norm_g=298.9074602919841 learning_rate=0.0001
[15:34:18] [S2] batch mini_step=94 optimizer_step=94 discriminator_total=3.638421058654785 generator_total=30.232589721679688 feature=6.7236857414245605 mel=19.363977432250977 kl_ssl=0.0 kl=1.4579914808273315 grad_norm_d=66.39634017667443 grad_norm_g=158.23389386114152 learning_rate=0.0001
[15:34:20] [S2] batch mini_step=1 optimizer_step=95 discriminator_total=3.429150104522705 generator_total=35.10309600830078 feature=9.155753135681152 mel=21.47426414489746 kl_ssl=0.0 kl=1.6864501237869263 grad_norm_d=50.13365675637529 grad_norm_g=225.2129128746849 learning_rate=9.99875e-05
